,source,Start time,nonprofit,non_org_type,role,person_org_years,org_size,org_years,continent,af_region,multi_country,regionality,org_opentext,collects_data,data_kinds,non_data_work,tech_person,merl_person,cloud_storage,data_use_policy,org_agreements,person_ai_comfort,ai_use,ai_want,ai_risk,ai_risk_reward,collab_feasibility,hubs_rural_urban,in_india,india_state,india_rural_urban,ai_opentext,org_label,ref,global_north_south,continent_int,role_int,global_north_south_int,org_size_int,hubs_rural_urban_int,af_region_int,india_rural_urban_int,collab_feasibility_raw,person_ai_comfort_raw,org_years_raw,person_org_years_raw,cluster3
138,The big one,2024-03-07 13:16:11,1,,Leader,0.11666666666666667,0-5,0.08666666666666667,North America,,0,1,"Forgotten Dogs Rescue saves and advocates for homeless and medical needs dogs of Washington State, by placing them in safe and loving foster homes, and ultimately matching them with the perfect forever family.",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,0,0,1.0,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', 'Assist in automating simple repetitive tasks', ""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '']",3,0.2,,,,,I am sure there are other ways we could be using AI but I am not sure how to understand the tools enough. ,"['Homelessness', 'Health & Wellness', 'Animal Welfare', 'Youth & Family Services']",gt,N,0,0,0,0,,,,2.0,10.0,13.0,7.0,1
139,The big one,2024-03-07 13:15:44,1,,Leader,0.05,0-5,0.03333333333333333,North America,,0,1,A nonprofit in support of other nonprofits. ,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,0,0,0.8,"['Generating\xa0content (text or images)', 'Translating\xa0or transcribing content', 'I am not currently using AI', '']","['Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', ""We don't know yet!"", '']","['AI-related data breaches', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",4,0.7,,,,,"For me, I am unclear on what AI is v. automation generally. I think of AI in the area of writing, grants, eblasts, etc. Not sure where or how to use these tools to make our jobs easier with little to no cost. But then the trade off is that the AI Cloud gets our data, etc. Not sure how I feel with all of this to be honest..... thanks for asking everyone though! ",['Social Services'],gt,N,0,0,0,0,,,,7.0,8.0,5.0,3.0,0
140,The big one,2024-03-07 13:19:47,1,,Leader,0.0,31-60,0.08666666666666667,North America,,1,,Movement building around generosity.,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,0,1,1,1,0.2,"['Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', 'Interpreting\xa0our information: scoring, classifying, codifying, or summarizing our information', 'Assisting\xa0in automating simple repetitive tasks (for example, using virtual office assistants)', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', 'Other: something else', '']","['AI-related data breaches', '(Over) Dependency on commercial AI products', '']",1,0.5,,,,,,['Other'],gt,N,0,0,0,5,,,,5.0,2.0,13.0,0.0,1
141,The big one,2024-03-07 13:20:04,1,,Leader,0.08333333333333333,0-5,0.06,North America,,0,1,Community Engagement,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,0,1,0,0,1.0,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', '']","['Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Decisions based on biased AI models', '']",5,0.7,,,,,,['Community Development'],gt,N,0,0,0,0,,,,7.0,10.0,9.0,5.0,1
142,The big one,2024-03-07 13:17:35,1,,Fundraiser,0.0,31-60,0.78,North America,,0,1,education and parenting support,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,0,0,0,1.0,"['Generating\xa0content (text or images)', 'Translating\xa0or transcribing content', 'Interpreting\xa0our information: scoring, classifying, codifying, or summarizing our information', '']","['Generate content (text or images)', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '']",4,0.8,,,,,My hope is that AI can relieve the grunt work and allow humans to be creative instead. Free up time and energy to focus on the big issues rather than the nitty-gritty details.  ,"['Education', 'Social Services', 'Youth & Family Services']",gt,N,0,1,0,5,,,,8.0,10.0,117.0,0.0,1
143,The big one,2024-03-07 13:27:12,1,,Fundraiser,0.11666666666666667,16-30,0.04,North America,,0,1,healthcare access,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,1,1,1,0.3,"['Generating\xa0content (text or images)', '']","['Generate content (text or images)', 'Assist in automating simple repetitive tasks', ""We don't know yet!"", '']","['AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",-1,0.6,,,,,"Change is hard, and harder when considering the potential use of a cloud based technology not owned or licensed to your company to evaluate confidential client data.  AI has tremendous potential for use in our public communications (social media, newsletters, etc.) which we are tip toeing into, but for client data, we are quite concerned about the potential for data breaches or private data being saved on servers we don't have a business relationship with and the consequences that could follow.",['Health & Wellness'],gt,N,0,1,0,2,,,,6.0,3.0,6.0,7.0,1
144,The big one,2024-03-07 12:32:14,1,,Leader,0.26666666666666666,0-5,0.10666666666666667,North America,,0,1,"Job readiness and life skills training for at-risk youth and young men of color, 18-28 years of age.",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,0,1,1,0.7,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', 'Other: something else', ""We don't know yet!"", '']","['Replacing workers with AI', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",-1,0.8,,,,,"I feel that AI has significant benefits but am concerned about the consequences on humankind. It is an awesome tool but will create challenges that we may be unprepared to overcome.


","['Education', 'Youth & Family Services', 'Economic Empowerment']",gt,N,0,0,0,0,,,,8.0,7.0,16.0,16.0,1
145,The big one,2024-03-07 13:34:49,1,,Comms,0.1,16-30,0.8733333333333333,North America,,0,1,We are a theologically progressive church (religious organization),1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,,0,1.0,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","[""We don't know yet!"", '']","['Decisions based on biased AI models', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",2,0.0,,,,,,['Religious'],gt,N,0,4,0,2,,,,0.0,10.0,131.0,6.0,-1
146,The big one,2024-03-07 13:38:04,1,,Admin,0.05,16-30,0.02,North America,,0,1,"Non-profit, alternative school, violence prevention ",1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,1,1,1,1,0.3,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', '']",-1,0.5,,,,,Still unsure how we would use it.,['Education'],gt,N,0,3,0,2,,,,5.0,3.0,3.0,3.0,0
147,The big one,2024-03-07 13:37:57,1,,Leader,0.25,0-5,0.10666666666666667,North America,,0,3,Advocacy,0,,Advocate for policy changes to empower a stronger charity sector,0,0,0,0,0,0.6,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['AI-related data breaches', 'Decisions based on biased AI models', '(Over) Dependency on commercial AI products', '']",2,0.5,,,,,,"['Community Development', 'Human Rights & Justice']",gt,N,0,0,0,0,,,,5.0,6.0,16.0,15.0,-1
148,The big one,2024-03-07 13:46:06,1,,Comms,0.26666666666666666,61-120,0.22666666666666666,North America,,0,3,"Humanitarian services (material aid, education and other capacity building)",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']","We deliver goods and services to address 6 pillars of need: food and water, health, education, emergency response, holiday, and animal welfare. For each of these pillars, we provide immediate relief and support long-term solutions. 

Re question 11 above:  We have over a hundred documented success stories with quotes from the beneficiaries of our services. We have program measurement, but not someone doing it full-time.",1,0,0,1,0,0.4,"['Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', '']","['Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Generate content (text or images)', ""We don't know yet!"", 'Other: something else', '']","['Decisions based on biased AI models', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",3,0.4,,,,,"No matter what AI generates, the content must be vetted by a truly informed human being. Sometimes, it ends up making claims that are just wrong.","['Education', 'Social Services']",gt,N,0,4,0,4,,,,4.0,4.0,34.0,16.0,1
149,The big one,2024-03-07 13:48:38,1,,Leader,0.13333333333333333,0-5,0.4266666666666667,North America,,0,1,"The purpose of The Five Civilized Tribes Museum shall be to preserve the art, history, culture, and traditions of the Five Civilized Tribes - Cherokee, Chickasaw, Choctaw, Muscogee, and Seminole, through the acquisition and preservation of works of art, artifacts, documents, books, correspondence, and other materials pertaining to the Five Civilized Tribes, and to promote interest, knowledge, and appreciation of tribal heritage through exhibits, tours, programs, writings, and other media to all people.
",1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,0,1,0,0.3,"['I am not currently using AI', '']","['Generate content (text or images)', '']","['AI-related data breaches', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.1,,,,,No Creativity. A big disadvantage of AI is that it cannot learn to think outside the box.,['Arts & Culture'],gt,N,0,0,0,0,,,,1.0,3.0,64.0,8.0,0
150,The big one,2024-03-07 13:54:15,1,,Admin,0.175,0-5,0.21333333333333335,North America,,0,1,Religious,0,,Outreach,0,0,0,0,0,0.2,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",-1,0.2,,,,,,['Religious'],gt,N,0,3,0,0,,,,2.0,2.0,32.0,10.5,-1
151,The big one,2024-03-07 13:56:27,1,,MERL,0.03333333333333333,61-120,0.29333333333333333,North America,,0,2,health care foundation,1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,0,1,1,0,0.8,"['I am not currently using AI', '']","['Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Interpret our information: score, classify, codify, or summarize our information', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",4,0.7,,,,,,['Health & Wellness'],gt,N,0,9,0,4,,,,7.0,8.0,44.0,2.0,0
152,The big one,2024-03-07 13:42:54,1,,Leader,0.25,0-5,0.09333333333333334,North America,,0,2,"disaster response. -planning, mitigation response recovery training,  from single family to community wide, rural and urban, - -especially special needs populations,  community  engagement, partnerships and coalitions, infrastructure and capacity",1,,We do pictures and fill in service reports to agencies/coalitions we serve in Arizona. ,0,0,0,0,0,0.5,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', 'I am not currently using AI', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', '']",5,0.9,,,,,"I had JUST decided to explore AI and have downloaded videos to want to-watch from youtube starting a break that starts this  Saturday!  I have 50 years experience in nonprofits, disasters, safety, heath that I will incorporate into choices!","['Arts & Culture', 'Education', 'Community Development', 'Youth & Family Services', 'Emergency Relief']",gt,N,0,0,0,0,,,,9.0,5.0,14.0,15.0,1
153,The big one,2024-03-07 14:06:33,1,,Leader,0.45,0-5,0.18,North America,,0,1,We present concerts,0,,"The Music Director decided on programming and guest soloists, conductors, etc.",0,0,1,0,0,0.1,,"[""We don't know yet!"", '']","['Decisions based on biased AI models', '(Over) Dependency on commercial AI products', '']",1,0.1,,,,,I see no need for it.,['Other'],gt,N,0,0,0,0,,,,1.0,1.0,27.0,27.0,0
154,The big one,2024-03-07 13:58:40,1,,Leader,0.25,0-5,0.09333333333333334,North America,,1,,Religious Humanitarian International ,1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', '']",,0,0,0,1,1,0.7,"['Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Generating\xa0content (text or images)', 'Translating\xa0or transcribing content', '']",,"['AI-related data breaches', 'Decisions based on biased AI models', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",1,0.8,,,,,Excellent if used ethically.  The leadership needs to work out issues.  Everyday users need indemnity.,['Religious'],gt,N,0,0,0,0,,,,8.0,7.0,14.0,15.0,1
155,The big one,2024-03-07 14:03:26,1,,Leader,1.0,0-5,1.0,North America,,0,1,Non Profit  501(c3) would like  to embracing  the  cause  of the population in need  where ever.,1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",We need Resources  to perform  our duty.,0,,0,0,1,0.3,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Organizing\xa0our information: restructuring, cleaning, or assigning tags so it can be searched', 'Interpreting\xa0our information: scoring, classifying, codifying, or summarizing our information', 'Translating\xa0or transcribing content', 'Assisting\xa0in automating simple repetitive tasks (for example, using virtual office assistants)', 'Predicting outcomes, patterns, or other things from our data', 'I am not currently using AI', '']","['Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Generate content (text or images)', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', ""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.8,,,,,yes  should  have  hope  balance of  both.,['Other'],gt,N,0,0,0,0,,,,8.0,3.0,150.0,60.0,1
156,The big one,2024-03-07 13:27:49,1,,Leader,0.08333333333333333,0-5,0.05333333333333334,North America,,0,1,"Our organization partners with other community non-profits and government agencies that serve low-income families with children (0-5) by providing them with diapers, wipes and other basic essential items (clothes, hygiene products, formula ect.)",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,1,1,1,0.5,"['I am not currently using AI', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Predicting outcomes, patterns, or other things from our data', 'Assist in automating simple repetitive tasks', ""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",-1,0.8,,,,,"Excited about the possibilities AI can provide our organization, however do not know how to even begin utilizing it.","['Arts & Culture', 'Community Development', 'Youth & Family Services', 'Economic Empowerment', 'Policy']",gt,N,0,0,0,0,,,,8.0,5.0,8.0,5.0,0
157,The big one,2024-03-07 14:43:06,1,,Fundraiser,0.016666666666666666,31-60,0.29333333333333333,North America,,0,1,"Animal welfare, community service",1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,0,1,1,0,0.0,"['I am not currently using AI', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",1,0.0,,,,,Concerned the technology is being rushed for profit's sake,"['Community Development', 'Animal Welfare']",gt,N,0,1,0,5,,,,0.0,0.0,44.0,1.0,0
158,The big one,2024-03-07 14:48:01,1,,Leader,0.16666666666666666,121+,0.2,North America,,0,1,Rescue ,1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,1,1,1,0,0.1,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Replacing workers with AI', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', 'Environmental impact of using AI', '']",1,0.1,,,,,Not enough history on ut. ,['Animal Welfare'],gt,N,0,0,0,3,,,,1.0,1.0,30.0,10.0,0
159,The big one,2024-03-07 14:43:48,1,,Leader,0.03333333333333333,0-5,0.013333333333333334,North America,,0,1,Housing for women in recovery from substance abuse,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,0,1,1,0,,"['Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', 'Generating\xa0content (text or images)', 'Other: something else', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",5,0.8,,,,,I use AI to help with grant writing and policy writing. I proof very well before submitting. I recently asked AI to find a reference with appropriate citation for a grant. It saves so much time as I currently am doing everything for our NPO,"['Homelessness', 'Social Services', ""Women's Empowerment""]",gt,N,0,0,0,0,,,,8.0,,2.0,2.0,1
160,The big one,2024-03-07 11:18:03,1,,Other,0.0,6-15,0.19333333333333333,North America,,0,1,healthcare,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,1,0,1,1,0,0.5,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Replacing workers with AI', '']",-1,0.5,,,,,,['Health & Wellness'],gt,N,0,8,0,1,,,,5.0,5.0,29.0,0.0,0
161,The big one,2024-03-07 14:57:13,1,,Leader,0.23333333333333334,0-5,0.09333333333333334,North America,,0,2,Food + Social services ,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,1,1,1,0,0.6,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['Decisions based on biased AI models', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",3,0.7,,,,,I can see the potential. My concern is equity in use. Those that don't have the money to invest may be left further behind. ,"['Social Services', 'Food Security']",gt,N,0,0,0,0,,,,7.0,6.0,14.0,14.0,1
162,The big one,2024-03-07 15:07:41,1,,Leader,0.25,6-15,0.10666666666666667,North America,,0,1,"Senior care, Disabled care, special needs trust administration, fiduciary, care management",0,,"Fiduciary management, Estate administration, complete care management (placement through medical) support for Caregivers",0,0,1,1,0,0.4,"['I am not currently using AI', '']","['Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Predicting outcomes, patterns, or other things from our data', ""We don't know yet!"", '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '(Over) Dependency on commercial AI products', '']",2,0.2,,,,,don't know,['Health & Wellness'],gt,N,0,0,0,1,,,,2.0,4.0,16.0,15.0,0
163,The big one,2024-03-07 15:14:05,1,,Leader,0.1,0-5,0.04,North America,,0,1,Healing the abused,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,1,1,0,0.5,"['Generating\xa0content (text or images)', 'Translating\xa0or transcribing content', '']","['Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', '']","['AI-related data breaches', 'Decisions based on biased AI models', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",2,0.7,,,,,It’s hard to hire because we don’t have the funds but we need the help so AI steps in,['Other'],gt,N,0,0,0,0,,,,7.0,5.0,6.0,6.0,1
164,The big one,2024-03-07 15:11:43,1,,Leader,0.16666666666666666,0-5,0.06666666666666667,North America,,0,1,Youth development,1,"['We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', '']",,0,0,1,1,0,1.0,"['Generating\xa0content (text or images)', 'Asking a chatbot for advice, or allowing others to ask a chatbot questions about our own vast information collection', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Interpret our information: score, classify, codify, or summarize our information', 'Translate or transcribe content', 'Assist in automating simple repetitive tasks', 'Predicting outcomes, patterns, or other things from our data', 'Other: something else', '']","['Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', 'Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.6,,,,,"I love using AI to create content. Since I am an expert in my area, I am confident I can discern accuracy of info. I would not trust AI- generated results re: something I do mot know well. I am also concerned about plagiarism and the potential loss of literacy in future generations. ","['Community Development', 'Youth & Family Services']",gt,N,0,0,0,0,,,,6.0,10.0,10.0,10.0,1
165,The big one,2024-03-07 15:13:41,1,,Comms,0.016666666666666666,0-5,0.03333333333333333,North America,,0,1,Promote respectful coexistence between people and our wildlife ,1,"['Our staff manually fill out spreadsheets (or other tabular data) from notes and observations.', 'We collect data using devices, such as phones, tablets,  or computers, and people submit/update information electronically.', 'We have at least a hundred transcripts or records of interviews, testimonials, meetings, proceedings, surveys, or similar.', 'We also retained the original audio or video that accompanies the transcripts and tabular data.', '']",,0,0,0,0,0,0.4,"['I am not currently using AI', '']","['Generate content (text or images)', 'Ask a chatbot for advice, or allow others to ask a chatbot questions about our own vast information collection', 'Organize our information: restructure, clean, or assign tags so it can be searched', 'Assist in automating simple repetitive tasks', ""We don't know yet!"", '']","['Plagiarism, violating copyrights, and/or losing intellectual property', '']",-1,0.1,,,,,It is fascinating with all the different applications AI has the ability to create but is it really worth it to purchase software? Which software? I’m so busy I don’t have time to research what we need and if saving time is worth the price tag.,['Conservation'],gt,N,0,4,0,0,,,,1.0,4.0,5.0,1.0,0
166,The big one,2024-03-07 14:51:00,1,,Fundraiser,0.3333333333333333,6-15,0.3,North America,,0,1,We present chamber music--an ever-evolving art form that brings artists from many traditions together for shared music making. We provide opportunities for audiences and community members to engage personally with artists and gain a deeper understanding of their words.,1,"['Our staff uses software to collect data about people, relationships, prospects, etc.', '']",,0,1,0,1,0,0.2,"['I am not currently using AI', '']","[""We don't know yet!"", '']","['Replacing workers with AI', 'Environmental impact of using AI', 'Plagiarism, violating copyrights, and/or losing intellectual property', 'Decisions based on biased AI models', 'AI-related data breaches', 'Increasing inequity, if lower-capacity organizations are unable to adopt it, or if AI bias harms groups', '']",1,0.2,,,,,"We fear AI will make people lazy and uncreative, and that it will homogenize our art.","['Arts & Culture', 'Community Development']",gt,N,0,1,0,1,,,,2.0,2.0,45.0,20.0,0
